"word","2013-2016","year","proportion"
"kfurkfh",2.25048835597325e-06,"2017-2020",NA
"kfyych",2.25048835597325e-06,"2017-2020",NA
"kfznsx",NA,"2017-2020",2.25048835597325e-06
"kg",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kgb",4.50097671194649e-06,"2017-2020",NA
"kgcaf",2.25048835597325e-06,"2017-2020",NA
"kgh",NA,"2017-2020",2.25048835597325e-06
"kghqdifobo",NA,"2017-2020",2.25048835597325e-06
"kgjsu",2.25048835597325e-06,"2017-2020",NA
"kgl",NA,"2017-2020",2.25048835597325e-06
"kgldgbqgzy",NA,"2017-2020",2.25048835597325e-06
"kgleipsic",2.25048835597325e-06,"2017-2020",NA
"kglssagzmr",NA,"2017-2020",4.50097671194649e-06
"kgmq",2.25048835597325e-06,"2017-2020",NA
"kgn",2.25048835597325e-06,"2017-2020",NA
"kgnntge",2.25048835597325e-06,"2017-2020",NA
"kgocoqormg",NA,"2017-2020",2.25048835597325e-06
"kgopqdb",2.25048835597325e-06,"2017-2020",NA
"kgorqck",NA,"2017-2020",2.25048835597325e-06
"kgqywikplh",2.25048835597325e-06,"2017-2020",NA
"kgrandia",NA,"2017-2020",2.25048835597325e-06
"kgregoryy",2.25048835597325e-06,"2017-2020",NA
"kgv",NA,"2017-2020",2.25048835597325e-06
"kgx",2.25048835597325e-06,"2017-2020",NA
"kgxxe",NA,"2017-2020",2.25048835597325e-06
"kh",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"khachfehadi",2.25048835597325e-06,"2017-2020",NA
"khadeejanicolle",4.50097671194649e-06,"2017-2020",NA
"khaleejideal",2.25048835597325e-06,"2017-2020",NA
"khalidnasser",2.25048835597325e-06,"2017-2020",NA
"khamenei",NA,"2017-2020",4.50097671194649e-06
"khan",1.12524417798662e-05,"2017-2020",9.00195342389298e-06
"khanyisanidlomo",2.25048835597325e-06,"2017-2020",NA
"kharmdd",2.25048835597325e-06,"2017-2020",NA
"khathuenos",2.25048835597325e-06,"2017-2020",NA
"khbnw",2.25048835597325e-06,"2017-2020",NA
"kherriage",NA,"2017-2020",2.25048835597325e-06
"khfjwtx",NA,"2017-2020",2.25048835597325e-06
"khigcsunfc",2.25048835597325e-06,"2017-2020",NA
"khlhotf",NA,"2017-2020",2.25048835597325e-06
"khloekardashian",2.25048835597325e-06,"2017-2020",NA
"khmpz",2.25048835597325e-06,"2017-2020",NA
"khnhd",2.25048835597325e-06,"2017-2020",NA
"khoges",2.25048835597325e-06,"2017-2020",NA
"khpdluqnhl",2.25048835597325e-06,"2017-2020",NA
"khqrzdvsxt",NA,"2017-2020",2.25048835597325e-06
"khrldkoyw",2.25048835597325e-06,"2017-2020",NA
"khsbqvwij",2.25048835597325e-06,"2017-2020",NA
"khtdfvrhpv",NA,"2017-2020",2.25048835597325e-06
"khwhxojg",NA,"2017-2020",2.25048835597325e-06
"khwteu",NA,"2017-2020",2.25048835597325e-06
"ki",6.75146506791974e-06,"2017-2020",4.50097671194649e-06
"kia",NA,"2017-2020",4.50097671194649e-06
"kiawah",2.25048835597325e-06,"2017-2020",NA
"kib",NA,"2017-2020",2.25048835597325e-06
"kick",5.17612321873847e-05,"2017-2020",2.92563486276522e-05
"kickass",2.25048835597325e-06,"2017-2020",NA
"kickbacks",2.25048835597325e-06,"2017-2020",NA
"kicked",3.82583020515452e-05,"2017-2020",1.35029301358395e-05
"kicking",1.57534184918127e-05,"2017-2020",1.35029301358395e-05
"kicknback",2.25048835597325e-06,"2017-2020",NA
"kickoff",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kicks",1.12524417798662e-05,"2017-2020",4.50097671194649e-06
"kid",2.7005860271679e-05,"2017-2020",NA
"kidding",2.47553719157057e-05,"2017-2020",2.7005860271679e-05
"kiddingly",NA,"2017-2020",2.25048835597325e-06
"kidgolferman",NA,"2017-2020",2.25048835597325e-06
"kidnapped",NA,"2017-2020",2.25048835597325e-06
"kidnappers",NA,"2017-2020",2.25048835597325e-06
"kidnapping",NA,"2017-2020",4.50097671194649e-06
"kidney",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kids",8.77690458829566e-05,"2017-2020",4.72602554754382e-05
"kidsalty",2.25048835597325e-06,"2017-2020",NA
"kidwithdream",2.25048835597325e-06,"2017-2020",NA
"kieranlalor",1.57534184918127e-05,"2017-2020",NA
"kierenash",2.25048835597325e-06,"2017-2020",NA
"kiernanproud",2.25048835597325e-06,"2017-2020",NA
"kieronfowler",2.25048835597325e-06,"2017-2020",NA
"kiev",NA,"2017-2020",2.25048835597325e-06
"kifqoazeuw",NA,"2017-2020",2.25048835597325e-06
"kig",2.25048835597325e-06,"2017-2020",NA
"kihqeo",NA,"2017-2020",2.25048835597325e-06
"kihxdx",2.25048835597325e-06,"2017-2020",NA
"kiiara",2.25048835597325e-06,"2017-2020",NA
"kijapam",NA,"2017-2020",2.25048835597325e-06
"kikbpz",NA,"2017-2020",2.25048835597325e-06
"kiki",2.25048835597325e-06,"2017-2020",NA
"kil",NA,"2017-2020",6.75146506791974e-06
"kilgorecf",2.25048835597325e-06,"2017-2020",NA
"kilifjxglo",NA,"2017-2020",2.25048835597325e-06
"kilimnik",NA,"2017-2020",2.25048835597325e-06
"kill",6.30136739672509e-05,"2017-2020",9.22700225949031e-05
"killary",2.25048835597325e-06,"2017-2020",NA
"killed",0.000150782719850207,"2017-2020",0.000216046882173432
"killen",2.25048835597325e-06,"2017-2020",NA
"killer",5.85126972553044e-05,"2017-2020",2.02543952037592e-05
"killercuomo",NA,"2017-2020",2.25048835597325e-06
"killers",2.02543952037592e-05,"2017-2020",1.8003906847786e-05
"killianzane",4.50097671194649e-06,"2017-2020",NA
"killing",0.0001597846732741,"2017-2020",0.0001597846732741
"killings",2.25048835597325e-06,"2017-2020",1.35029301358395e-05
"killingtime",2.25048835597325e-06,"2017-2020",NA
"killngamerjobs",2.25048835597325e-06,"2017-2020",NA
"killoughcnn",2.25048835597325e-06,"2017-2020",NA
"kills",1.35029301358395e-05,"2017-2020",6.75146506791974e-06
"killthevirus",NA,"2017-2020",2.25048835597325e-06
"kilmeade",2.47553719157057e-05,"2017-2020",4.95107438314114e-05
"kilobunch",2.25048835597325e-06,"2017-2020",NA
"kilometre",NA,"2017-2020",2.25048835597325e-06
"kilowp",NA,"2017-2020",2.25048835597325e-06
"kilt",2.25048835597325e-06,"2017-2020",NA
"kiltedkrew",2.25048835597325e-06,"2017-2020",NA
"kilzz",NA,"2017-2020",2.25048835597325e-06
"kim",1.8003906847786e-05,"2017-2020",0.000227299323953298
"kimberl",NA,"2017-2020",2.25048835597325e-06
"kimberley",NA,"2017-2020",1.35029301358395e-05
"kimberly",2.25048835597325e-06,"2017-2020",1.8003906847786e-05
"kimberlyaroach",2.25048835597325e-06,"2017-2020",NA
"kimberlykc",2.25048835597325e-06,"2017-2020",NA
"kimberlysyring",2.25048835597325e-06,"2017-2020",NA
"kimbredesen",2.25048835597325e-06,"2017-2020",NA
"kimekime",2.25048835597325e-06,"2017-2020",NA
"kimfeather",2.25048835597325e-06,"2017-2020",NA
"kimfloyd",2.25048835597325e-06,"2017-2020",NA
"kimfreethinker",NA,"2017-2020",2.25048835597325e-06
"kimgt",2.25048835597325e-06,"2017-2020",NA
"kimguilfoyle",2.47553719157057e-05,"2017-2020",2.7005860271679e-05
"kimguilfoyle's",2.25048835597325e-06,"2017-2020",NA
"kimjongsean",2.25048835597325e-06,"2017-2020",NA
"kimkardarshian",2.25048835597325e-06,"2017-2020",NA
"kimkardashian",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kimkbaltimore",NA,"2017-2020",1.35029301358395e-05
"kimkbkbhx",NA,"2017-2020",2.25048835597325e-06
"kimkotter",2.25048835597325e-06,"2017-2020",NA
"kimmel",9.00195342389298e-06,"2017-2020",6.75146506791974e-06
"kimmitchell",2.25048835597325e-06,"2017-2020",NA
"kimreynoldsia",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kimrichards",2.25048835597325e-06,"2017-2020",NA
"kimrichardsfans",2.25048835597325e-06,"2017-2020",NA
"kimstagliano",2.25048835597325e-06,"2017-2020",NA
"kimstra",NA,"2017-2020",2.25048835597325e-06
"kimstrassel",NA,"2017-2020",0.000139530278070341
"kin",NA,"2017-2020",4.50097671194649e-06
"kinda",2.02543952037592e-05,"2017-2020",NA
"kinder",2.25048835597325e-06,"2017-2020",NA
"kindergarten",2.25048835597325e-06,"2017-2020",NA
"kindest",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kindlerusso",2.25048835597325e-06,"2017-2020",NA
"kindness",1.12524417798662e-05,"2017-2020",2.25048835597325e-06
"kindofabd",2.25048835597325e-06,"2017-2020",NA
"kinds",4.50097671194649e-06,"2017-2020",1.12524417798662e-05
"king",6.75146506791974e-05,"2017-2020",9.22700225949031e-05
"king's",NA,"2017-2020",4.50097671194649e-06
"kingabdullahii",NA,"2017-2020",2.25048835597325e-06
"kingamory",2.25048835597325e-06,"2017-2020",NA
"kingantoine",2.25048835597325e-06,"2017-2020",NA
"kingbowzer",2.25048835597325e-06,"2017-2020",NA
"kingbronko",2.25048835597325e-06,"2017-2020",NA
"kingcamsmith",2.25048835597325e-06,"2017-2020",NA
"kingdom",2.25048835597325e-06,"2017-2020",8.10175808150369e-05
"kingdommag",9.00195342389298e-06,"2017-2020",NA
"kingjames",6.75146506791974e-06,"2017-2020",NA
"kingjersey",2.25048835597325e-06,"2017-2020",NA
"kingjonnie",2.25048835597325e-06,"2017-2020",NA
"kingkript",2.25048835597325e-06,"2017-2020",NA
"kingly",2.25048835597325e-06,"2017-2020",NA
"kingmeeetch",2.25048835597325e-06,"2017-2020",NA
"kingmortimer",4.50097671194649e-06,"2017-2020",NA
"kingnsg",2.25048835597325e-06,"2017-2020",NA
"kingof",6.75146506791974e-06,"2017-2020",NA
"kingofgames",2.25048835597325e-06,"2017-2020",NA
"kingofpolitics",2.25048835597325e-06,"2017-2020",NA
"kingofrough",2.25048835597325e-06,"2017-2020",NA
"kingofthedeal",2.25048835597325e-06,"2017-2020",NA
"kingpin",NA,"2017-2020",2.25048835597325e-06
"kingrex",2.25048835597325e-06,"2017-2020",NA
"kingrollinzonez",2.25048835597325e-06,"2017-2020",NA
"kings",2.25048835597325e-06,"2017-2020",NA
"kingschnabel",2.25048835597325e-06,"2017-2020",NA
"kingsfansouth",2.25048835597325e-06,"2017-2020",NA
"kingspeedsimms",2.25048835597325e-06,"2017-2020",NA
"kingster",2.25048835597325e-06,"2017-2020",NA
"kingsthings",6.75146506791974e-06,"2017-2020",NA
"kingtrump",2.25048835597325e-06,"2017-2020",NA
"kingvantes",2.25048835597325e-06,"2017-2020",NA
"kingwoodnews",2.25048835597325e-06,"2017-2020",NA
"kinnardjan",2.25048835597325e-06,"2017-2020",NA
"kinserka",2.25048835597325e-06,"2017-2020",NA
"kinston",2.25048835597325e-06,"2017-2020",NA
"kippur",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kir",NA,"2017-2020",2.25048835597325e-06
"kirby",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kiriakou",NA,"2017-2020",2.25048835597325e-06
"kirjaveuiw",NA,"2017-2020",2.25048835597325e-06
"kirk",NA,"2017-2020",1.12524417798662e-05
"kirkcameronfan",4.50097671194649e-06,"2017-2020",NA
"kirkwood",NA,"2017-2020",2.25048835597325e-06
"kirschnerdavid",2.25048835597325e-06,"2017-2020",NA
"kirsten",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"kirstenpowers",6.75146506791974e-06,"2017-2020",NA
"kirstie",NA,"2017-2020",4.50097671194649e-06
"kirstiealley",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"kirstjen",NA,"2017-2020",2.25048835597325e-06
"kirstydace",2.25048835597325e-06,"2017-2020",NA
"kislyak",NA,"2017-2020",2.02543952037592e-05
"kiss",1.12524417798662e-05,"2017-2020",4.50097671194649e-06
"kissangel",1.12524417798662e-05,"2017-2020",NA
"kissed",NA,"2017-2020",6.75146506791974e-06
"kissel",2.25048835597325e-06,"2017-2020",NA
"kissers",2.25048835597325e-06,"2017-2020",NA
"kisses",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kissimmeepolice",NA,"2017-2020",2.25048835597325e-06
"kissing",6.75146506791974e-06,"2017-2020",NA
"kissinger",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kissmeandrocco",2.25048835597325e-06,"2017-2020",NA
"kisster",2.25048835597325e-06,"2017-2020",NA
"kistner",NA,"2017-2020",2.25048835597325e-06
"kistnercongress",NA,"2017-2020",2.25048835597325e-06
"kit",NA,"2017-2020",2.25048835597325e-06
"kitchen",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"kitchens",NA,"2017-2020",2.25048835597325e-06
"kitkat",2.25048835597325e-06,"2017-2020",NA
"kits",NA,"2017-2020",4.50097671194649e-06
"kittenholiday",2.25048835597325e-06,"2017-2020",NA
"kittreantanner",2.25048835597325e-06,"2017-2020",NA
"kittycakes",2.25048835597325e-06,"2017-2020",NA
"kittykatnip",2.25048835597325e-06,"2017-2020",NA
"kix",2.25048835597325e-06,"2017-2020",NA
"kiyosaki",6.75146506791974e-06,"2017-2020",NA
"kizzy",2.25048835597325e-06,"2017-2020",NA
"kj",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"kjcastcjg",2.25048835597325e-06,"2017-2020",NA
"kjclt",2.25048835597325e-06,"2017-2020",NA
"kjf",2.25048835597325e-06,"2017-2020",NA
"kjfinks",2.25048835597325e-06,"2017-2020",NA
"kjkxpr",2.25048835597325e-06,"2017-2020",NA
"kjl",2.25048835597325e-06,"2017-2020",NA
"kjlleonard",2.25048835597325e-06,"2017-2020",NA
"kjnilmrf",NA,"2017-2020",2.25048835597325e-06
"kjpfd",NA,"2017-2020",2.25048835597325e-06
"kjt",2.25048835597325e-06,"2017-2020",NA
"kju",NA,"2017-2020",2.25048835597325e-06
"kjwitxyrv",NA,"2017-2020",2.25048835597325e-06
"kk",2.25048835597325e-06,"2017-2020",NA
"kkaw",NA,"2017-2020",2.25048835597325e-06
"kkhibh",2.25048835597325e-06,"2017-2020",NA
"kkigm",2.25048835597325e-06,"2017-2020",NA
"kkk",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"kkkwmsusey",2.25048835597325e-06,"2017-2020",NA
"kklrlidrlc",2.25048835597325e-06,"2017-2020",NA
"kknnqdilfb",2.25048835597325e-06,"2017-2020",NA
"kknuwylyxf",NA,"2017-2020",2.25048835597325e-06
"kknwcfhawb",NA,"2017-2020",2.25048835597325e-06
"kknzwk",2.25048835597325e-06,"2017-2020",NA
"kkobozwiwv",2.25048835597325e-06,"2017-2020",NA
"kkpyf",NA,"2017-2020",2.25048835597325e-06
"kkqmdvmcdk",NA,"2017-2020",2.25048835597325e-06
"kkqokbnetk",NA,"2017-2020",2.25048835597325e-06
"kksgji",2.25048835597325e-06,"2017-2020",NA
"kkufwsirai",NA,"2017-2020",2.25048835597325e-06
"kkuwlkmfp",NA,"2017-2020",2.25048835597325e-06
"kkvfxhct",NA,"2017-2020",2.25048835597325e-06
"kkwmhsazys",NA,"2017-2020",2.25048835597325e-06
"kkyq",NA,"2017-2020",2.25048835597325e-06
"kkzehqmf",NA,"2017-2020",2.25048835597325e-06
"kkzwspm",NA,"2017-2020",2.25048835597325e-06
"kl",4.50097671194649e-06,"2017-2020",1.12524417798662e-05
"klacik",NA,"2017-2020",6.75146506791974e-06
"klaf",2.25048835597325e-06,"2017-2020",NA
"klain",2.25048835597325e-06,"2017-2020",NA
"klassnik",2.25048835597325e-06,"2017-2020",NA
"klb",2.25048835597325e-06,"2017-2020",NA
"klcj",NA,"2017-2020",2.25048835597325e-06
"kleptocratia",2.25048835597325e-06,"2017-2020",NA
"klf",NA,"2017-2020",2.25048835597325e-06
"kljkrx",NA,"2017-2020",2.25048835597325e-06
"kll",2.25048835597325e-06,"2017-2020",NA
"klm",2.25048835597325e-06,"2017-2020",NA
"klmvscmene",NA,"2017-2020",2.25048835597325e-06
"klnynews",6.75146506791974e-06,"2017-2020",NA
"klo",2.25048835597325e-06,"2017-2020",NA
"klobuchar",NA,"2017-2020",6.75146506791974e-06
"klpmeawm",NA,"2017-2020",2.25048835597325e-06
"klres",2.25048835597325e-06,"2017-2020",NA
"klrqulgpmi",2.25048835597325e-06,"2017-2020",NA
"klshrew",2.25048835597325e-06,"2017-2020",NA
"kluge",4.50097671194649e-06,"2017-2020",NA
"klunuv",2.25048835597325e-06,"2017-2020",NA
"kluudkimvn",2.25048835597325e-06,"2017-2020",NA
"klvvwsxq",NA,"2017-2020",2.25048835597325e-06
"klwn",NA,"2017-2020",2.25048835597325e-06
"klx",NA,"2017-2020",2.25048835597325e-06
"klyushina",4.50097671194649e-06,"2017-2020",NA
"klzzmc",NA,"2017-2020",2.25048835597325e-06
"km",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"kmac",4.50097671194649e-06,"2017-2020",NA
"kmacg",2.25048835597325e-06,"2017-2020",NA
"kmahbbqlxu",4.50097671194649e-06,"2017-2020",NA
"kmatthews",2.25048835597325e-06,"2017-2020",NA
"kmbx",2.25048835597325e-06,"2017-2020",NA
"kmbznews",2.25048835597325e-06,"2017-2020",NA
"kmca",NA,"2017-2020",2.25048835597325e-06
"kmcs",9.00195342389298e-06,"2017-2020",NA
"kmduxi",2.25048835597325e-06,"2017-2020",NA
"kmiddlebrook",1.57534184918127e-05,"2017-2020",NA
"kmnlrkg",NA,"2017-2020",2.25048835597325e-06
"kmnu",2.25048835597325e-06,"2017-2020",NA
"kmoriconi",2.25048835597325e-06,"2017-2020",NA
"kmovnewsfeed",2.25048835597325e-06,"2017-2020",NA
"kmpeswvslr",2.25048835597325e-06,"2017-2020",NA
"kmrdd",NA,"2017-2020",2.25048835597325e-06
"kmrmat",NA,"2017-2020",2.25048835597325e-06
"kms",NA,"2017-2020",2.25048835597325e-06
"kmt",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"kmtqsvf",NA,"2017-2020",2.25048835597325e-06
"kmuaogf",2.25048835597325e-06,"2017-2020",NA
"kmuxto",NA,"2017-2020",2.25048835597325e-06
"kmvbv",NA,"2017-2020",2.25048835597325e-06
"kmxoxeb",NA,"2017-2020",2.25048835597325e-06
"kn",NA,"2017-2020",2.25048835597325e-06
"knack",2.25048835597325e-06,"2017-2020",NA
"knaweiny",2.25048835597325e-06,"2017-2020",NA
"kndetweiler",2.25048835597325e-06,"2017-2020",NA
"kne",NA,"2017-2020",2.25048835597325e-06
"knee",NA,"2017-2020",1.35029301358395e-05
"kneecap",NA,"2017-2020",2.25048835597325e-06
"kneehighspy",4.50097671194649e-06,"2017-2020",NA
"kneel",NA,"2017-2020",1.35029301358395e-05
"kneeled",NA,"2017-2020",4.50097671194649e-06
"kneeling",NA,"2017-2020",2.02543952037592e-05
"knees",NA,"2017-2020",9.00195342389298e-06
"knepteyfw",NA,"2017-2020",2.25048835597325e-06
"knhqcetatv",2.25048835597325e-06,"2017-2020",NA
"kniala",2.25048835597325e-06,"2017-2020",NA
"knick",2.25048835597325e-06,"2017-2020",NA
"knicks",4.50097671194649e-06,"2017-2020",NA
"knife",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"knight",4.27592787634917e-05,"2017-2020",1.35029301358395e-05
"knights",NA,"2017-2020",9.00195342389298e-06
"knitwit",2.25048835597325e-06,"2017-2020",NA
"knives",NA,"2017-2020",2.25048835597325e-06
"knk",2.25048835597325e-06,"2017-2020",NA
"knlyonhbcc",NA,"2017-2020",2.25048835597325e-06
"knn",NA,"2017-2020",2.25048835597325e-06
"knnivpqr",NA,"2017-2020",2.25048835597325e-06
"kno",NA,"2017-2020",4.50097671194649e-06
"knock",2.7005860271679e-05,"2017-2020",6.75146506791974e-06
"knock'em",2.25048835597325e-06,"2017-2020",NA
"knocked",1.12524417798662e-05,"2017-2020",4.50097671194649e-06
"knocking",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"knockoff",2.25048835597325e-06,"2017-2020",NA
"knockout",1.35029301358395e-05,"2017-2020",4.50097671194649e-06
"knockouts",2.25048835597325e-06,"2017-2020",NA
"knocks",NA,"2017-2020",1.35029301358395e-05
"knonn",2.25048835597325e-06,"2017-2020",NA
"knot",2.25048835597325e-06,"2017-2020",NA
"knots",2.25048835597325e-06,"2017-2020",NA
"know",2.25048835597325e-06,"2017-2020",NA
"know's",2.25048835597325e-06,"2017-2020",NA
"knoweside",2.25048835597325e-06,"2017-2020",NA
"knowhow",2.25048835597325e-06,"2017-2020",NA
"knowing",2.7005860271679e-05,"2017-2020",4.95107438314114e-05
"knowingly",2.02543952037592e-05,"2017-2020",4.72602554754382e-05
"knowledg",NA,"2017-2020",2.25048835597325e-06
"knowledge",8.55185575269834e-05,"2017-2020",7.65166041030904e-05
"knowledgeable",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"knowles",NA,"2017-2020",2.25048835597325e-06
"knox",2.25048835597325e-06,"2017-2020",NA
"knoxville",6.75146506791974e-06,"2017-2020",NA
"knoxydiane",2.25048835597325e-06,"2017-2020",NA
"knuckldraginsam",2.25048835597325e-06,"2017-2020",NA
"knuckleheadsinthemedia",2.25048835597325e-06,"2017-2020",NA
"knuiw",NA,"2017-2020",2.25048835597325e-06
"knulgoqf",NA,"2017-2020",2.25048835597325e-06
"knute",2.25048835597325e-06,"2017-2020",NA
"knvqf",NA,"2017-2020",6.75146506791974e-06
"knywce",NA,"2017-2020",2.25048835597325e-06
"knzbqhh",4.50097671194649e-06,"2017-2020",NA
"knzn",NA,"2017-2020",2.25048835597325e-06
"knzraeulzo",2.25048835597325e-06,"2017-2020",NA
"ko",6.75146506791974e-06,"2017-2020",4.50097671194649e-06
"kobach",NA,"2017-2020",4.50097671194649e-06
"kobayashinick",2.25048835597325e-06,"2017-2020",NA
"kobe",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"kobradovich",2.25048835597325e-06,"2017-2020",NA
"kobuck",2.25048835597325e-06,"2017-2020",NA
"koch",1.35029301358395e-05,"2017-2020",9.00195342389298e-06
"kodak",NA,"2017-2020",9.00195342389298e-06
"kodiak",NA,"2017-2020",2.25048835597325e-06
"kodycoats",2.25048835597325e-06,"2017-2020",NA
"koepka",NA,"2017-2020",2.25048835597325e-06
"kohz",NA,"2017-2020",2.25048835597325e-06
"koi",NA,"2017-2020",2.25048835597325e-06
"koj",2.25048835597325e-06,"2017-2020",NA
"kok",2.25048835597325e-06,"2017-2020",NA
"kokugikan",NA,"2017-2020",2.25048835597325e-06
"kokyntwkee",2.25048835597325e-06,"2017-2020",NA
"kolbytraveller",2.25048835597325e-06,"2017-2020",NA
"kolie",2.25048835597325e-06,"2017-2020",NA
"koltonbittner",2.25048835597325e-06,"2017-2020",NA
"kolvca",2.25048835597325e-06,"2017-2020",NA
"koneslager",4.50097671194649e-06,"2017-2020",NA
"kong",6.75146506791974e-06,"2017-2020",1.8003906847786e-05
"kongers",NA,"2017-2020",6.75146506791974e-06
"konk",2.25048835597325e-06,"2017-2020",NA
"kooky",2.25048835597325e-06,"2017-2020",NA
"koonskin",2.25048835597325e-06,"2017-2020",NA
"koos",9.00195342389298e-06,"2017-2020",NA
"koran",2.25048835597325e-06,"2017-2020",NA
"korea",6.97651390351706e-05,"2017-2020",0.000553620135569419
"korean",9.00195342389298e-06,"2017-2020",4.05087904075184e-05
"koreans",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"koreatimescokr",NA,"2017-2020",2.25048835597325e-06
"korklsr",2.25048835597325e-06,"2017-2020",NA
"kormylo",4.50097671194649e-06,"2017-2020",NA
"kornegay",6.75146506791974e-06,"2017-2020",NA
"kornhauser",NA,"2017-2020",6.75146506791974e-06
"korryb",NA,"2017-2020",2.25048835597325e-06
"korus",NA,"2017-2020",2.25048835597325e-06
"korydc",2.25048835597325e-06,"2017-2020",NA
"kosbornsullivan",2.25048835597325e-06,"2017-2020",NA
"kosloffm",2.25048835597325e-06,"2017-2020",NA
"kosnhguw",NA,"2017-2020",2.25048835597325e-06
"kosovo",NA,"2017-2020",1.8003906847786e-05
"kossin",2.25048835597325e-06,"2017-2020",NA
"kosstar",4.50097671194649e-06,"2017-2020",NA
"koster",4.50097671194649e-06,"2017-2020",NA
